InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Month,DayOfWeek,Hour
577084,22625,RED KITCHEN SCALES,2,2011-11-17 15:41:00,8.5,16626,United Kingdom,17.0,November,Thursday,15
559665,22840,ROUND CAKE TIN VINTAGE RED,1,2011-07-11 13:35:00,7.95,12556,Spain,7.95,July,Monday,13
538370,22698,PINK REGENCY TEACUP AND SAUCER,4,2010-12-12 11:06:00,2.95,16923,United Kingdom,11.8,December,Sunday,11
562980,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-08-11 11:44:00,3.75,17686,United Kingdom,22.5,August,Thursday,11
569564,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-10-05 09:47:00,1.25,13989,United Kingdom,30.0,October,Wednesday,9
568176,23390,DOLLY GIRL MINI BACKPACK,4,2011-09-25 13:25:00,4.15,12685,France,16.6,September,Sunday,13
549543,84050,PINK HEART SHAPE EGG FRYING PAN,1,2011-04-10 11:14:00,1.65,18118,United Kingdom,1.65,April,Sunday,11
567095,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-09-16 13:03:00,0.39,17049,United Kingdom,9.36,September,Friday,13
563534,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-08-17 11:37:00,0.85,14323,United Kingdom,10.2,August,Wednesday,11
546365,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-03-11 11:35:00,2.1,12520,Germany,12.600000000000001,March,Friday,11
575731,22467,GUMBALL COAT RACK,1,2011-11-10 20:01:00,2.55,13230,United Kingdom,2.55,November,Thursday,20
558995,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-07-05 12:03:00,3.75,17671,United Kingdom,15.0,July,Tuesday,12
561693,23550,WRAP ALPHABET POSTER  ,25,2011-07-29 09:48:00,0.42,15120,United Kingdom,10.5,July,Friday,9
566281,22741,FUNKY DIVA PEN,48,2011-09-11 14:15:00,0.85,12748,United Kingdom,40.8,September,Sunday,14
581571,21313,GLASS HEART T-LIGHT HOLDER ,1,2011-12-09 12:00:00,0.85,15311,United Kingdom,0.85,December,Friday,12
576920,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-11-17 10:49:00,4.95,13871,United Kingdom,14.850000000000001,November,Thursday,10
570488,22493,PAINT YOUR OWN CANVAS SET,1,2011-10-10 17:12:00,3.29,14096,United Kingdom,3.29,October,Monday,17
581476,22197,POPCORN HOLDER,100,2011-12-09 08:48:00,0.72,12433,Norway,72.0,December,Friday,8
546113,85066,CREAM SWEETHEART MINI CHEST,1,2011-03-09 13:18:00,12.75,14344,United Kingdom,12.75,March,Wednesday,13
560255,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-07-17 13:08:00,9.95,16054,United Kingdom,19.9,July,Sunday,13
579559,23581,JUMBO BAG PAISLEY PARK,1,2011-11-30 11:30:00,2.08,16764,United Kingdom,2.08,November,Wednesday,11
561870,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-07-31 11:45:00,0.19,14911,EIRE,6.84,July,Sunday,11
542898,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-02-01 14:01:00,9.95,16110,United Kingdom,9.95,February,Tuesday,14
564353,22945,CHRISTMAS METAL TAGS ASSORTED ,24,2011-08-24 15:08:00,0.85,15764,United Kingdom,20.4,August,Wednesday,15
579143,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-28 13:08:00,0.29,13882,United Kingdom,6.959999999999999,November,Monday,13
548796,85099F,JUMBO BAG STRAWBERRY,4,2011-04-04 12:42:00,2.08,15752,United Kingdom,8.32,April,Monday,12
552769,48194,DOORMAT HEARTS,1,2011-05-11 11:47:00,7.95,16241,United Kingdom,7.95,May,Wednesday,11
577506,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-20 12:40:00,4.95,13212,United Kingdom,4.95,November,Sunday,12
545073,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-02-28 09:26:00,12.75,14036,United Kingdom,25.5,February,Monday,9
573185,22153,ANGEL DECORATION STARS ON DRESS,48,2011-10-28 11:34:00,0.42,17730,United Kingdom,20.16,October,Friday,11
556942,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-06-15 16:42:00,0.85,14222,United Kingdom,17.0,June,Wednesday,16
576321,23344,JUMBO BAG 50'S CHRISTMAS ,6,2011-11-14 14:59:00,2.08,14953,United Kingdom,12.48,November,Monday,14
540545,21181,PLEASE ONE PERSON METAL SIGN,4,2011-01-09 15:35:00,2.1,13451,United Kingdom,8.4,January,Sunday,15
557598,85040A,S/4 PINK FLOWER CANDLES IN BOWL,36,2011-06-21 11:33:00,1.65,14667,United Kingdom,59.4,June,Tuesday,11
579572,23173,REGENCY TEAPOT ROSES ,2,2011-11-30 11:49:00,9.95,15394,United Kingdom,19.9,November,Wednesday,11
544586,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-02-21 15:04:00,2.95,17338,United Kingdom,5.9,February,Monday,15
571291,22467,GUMBALL COAT RACK,2,2011-10-16 15:44:00,2.55,13610,United Kingdom,5.1,October,Sunday,15
562616,23188,VINTAGE  2 METER FOLDING RULER,12,2011-08-08 12:28:00,1.65,14748,United Kingdom,19.799999999999997,August,Monday,12
565766,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-09-06 14:23:00,2.1,17841,United Kingdom,2.1,September,Tuesday,14
577074,20775,DAISY NOTEBOOK ,6,2011-11-17 15:04:00,1.65,15399,United Kingdom,9.899999999999999,November,Thursday,15
574327,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-11-04 09:03:00,1.69,13013,United Kingdom,20.28,November,Friday,9
571429,23333,IVORY WICKER HEART MEDIUM,5,2011-10-17 12:50:00,1.25,15335,United Kingdom,6.25,October,Monday,12
543995,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-02-15 10:45:00,3.75,13408,United Kingdom,45.0,February,Tuesday,10
548317,16156S,WRAP PINK FAIRY CAKES ,25,2011-03-30 12:43:00,0.42,18179,United Kingdom,10.5,March,Wednesday,12
547498,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-03-23 12:24:00,1.65,15021,United Kingdom,1.65,March,Wednesday,12
570224,20719,WOODLAND CHARLOTTE BAG,3,2011-10-09 13:15:00,0.85,16931,United Kingdom,2.55,October,Sunday,13
574239,22962,JAM JAR WITH PINK LID,12,2011-11-03 12:43:00,0.85,14849,United Kingdom,10.2,November,Thursday,12
563565,23168,CLASSIC CAFE SUGAR DISPENSER,3,2011-08-17 14:22:00,1.25,17338,United Kingdom,3.75,August,Wednesday,14
547650,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-03-24 12:08:00,7.95,17059,United Kingdom,15.9,March,Thursday,12
556128,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-06-09 10:31:00,0.83,13038,United Kingdom,9.959999999999999,June,Thursday,10
571054,23517,EMBROIDERED RIBBON REEL REBECCA ,1,2011-10-13 13:58:00,2.89,14234,United Kingdom,2.89,October,Thursday,13
545851,22295,HEART FILIGREE DOVE LARGE,1,2011-03-07 13:45:00,1.65,15026,United Kingdom,1.65,March,Monday,13
558086,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-06-26 11:59:00,2.95,16728,United Kingdom,2.95,June,Sunday,11
560845,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-07-21 12:29:00,5.95,15570,United Kingdom,11.9,July,Thursday,12
557278,22718,CARD CAT AND TREE ,12,2011-06-19 12:08:00,0.42,13089,United Kingdom,5.04,June,Sunday,12
542862,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2011-02-01 11:51:00,4.25,14606,United Kingdom,4.25,February,Tuesday,11
546980,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-18 12:18:00,1.95,13591,United Kingdom,19.5,March,Friday,12
566561,23551,PACK OF 12 PAISLEY PARK TISSUES ,24,2011-09-13 12:13:00,0.39,18145,United Kingdom,9.36,September,Tuesday,12
548327,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-03-30 13:05:00,4.95,16788,United Kingdom,9.9,March,Wednesday,13
568650,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2011-09-28 11:56:00,0.42,13505,Switzerland,5.04,September,Wednesday,11
566737,22621,TRADITIONAL KNITTING NANCY,12,2011-09-14 14:26:00,1.65,13430,United Kingdom,19.799999999999997,September,Wednesday,14
540540,22443,GROW YOUR OWN HERBS SET OF 3,3,2011-01-09 15:10:00,7.95,17218,United Kingdom,23.85,January,Sunday,15
569741,22768,FAMILY PHOTO FRAME CORNICE,2,2011-10-06 10:52:00,9.95,14626,United Kingdom,19.9,October,Thursday,10
556201,23162,REGENCY TEA STRAINER,8,2011-06-09 13:01:00,3.75,12347,Iceland,30.0,June,Thursday,13
574039,47599A,PINK PARTY BAGS,15,2011-11-02 12:57:00,2.1,17800,United Kingdom,31.5,November,Wednesday,12
560937,23154,SET OF 4 JAM JAR MAGNETS,1,2011-07-22 10:52:00,2.08,17920,United Kingdom,2.08,July,Friday,10
575512,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-11-10 10:36:00,4.95,14121,United Kingdom,29.700000000000003,November,Thursday,10
545048,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-27 11:48:00,2.55,14810,United Kingdom,5.1,February,Sunday,11
551341,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-04-28 07:52:00,1.06,15189,United Kingdom,114.48,April,Thursday,7
576147,23583,LUNCH BAG PAISLEY PARK  ,20,2011-11-14 10:49:00,1.65,16303,United Kingdom,33.0,November,Monday,10
581173,21172,PARTY METAL SIGN ,1,2011-12-07 15:07:00,1.45,17870,United Kingdom,1.45,December,Wednesday,15
547093,21495,SKULLS AND CROSSBONES WRAP,25,2011-03-21 08:20:00,0.42,14762,United Kingdom,10.5,March,Monday,8
543459,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-02-08 13:28:00,0.85,12599,France,20.4,February,Tuesday,13
557762,20728,LUNCH BAG CARS BLUE,10,2011-06-22 14:01:00,1.65,15810,United Kingdom,16.5,June,Wednesday,14
537655,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-07 16:20:00,0.95,15081,United Kingdom,11.399999999999999,December,Tuesday,16
563557,23031,DRAWER KNOB CRACKLE GLAZE PINK,24,2011-08-17 13:33:00,1.65,15786,United Kingdom,39.599999999999994,August,Wednesday,13
567656,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-09-21 14:40:00,1.63,14096,United Kingdom,1.63,September,Wednesday,14
567504,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-20 14:33:00,3.75,13356,United Kingdom,15.0,September,Tuesday,14
569007,21790,VINTAGE SNAP CARDS,24,2011-09-29 18:51:00,0.85,17552,United Kingdom,20.4,September,Thursday,18
550464,75049L,LARGE CIRCULAR MIRROR MOBILE,12,2011-04-18 13:30:00,1.25,16550,United Kingdom,15.0,April,Monday,13
570694,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-10-12 08:10:00,4.95,14911,EIRE,14.850000000000001,October,Wednesday,8
550298,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-15 16:11:00,1.25,17346,United Kingdom,30.0,April,Friday,16
562964,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-11 10:29:00,2.95,13488,United Kingdom,17.700000000000003,August,Thursday,10
556510,84674,FLYING PIG WATERING CAN,6,2011-06-13 10:36:00,2.95,14911,EIRE,17.700000000000003,June,Monday,10
550188,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-04-14 18:57:00,9.95,12457,Switzerland,39.8,April,Thursday,18
568650,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,2011-09-28 11:56:00,1.69,13505,Switzerland,20.28,September,Wednesday,11
572552,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-10-24 17:07:00,3.29,14096,United Kingdom,3.29,October,Monday,17
561025,84970S,HANGING HEART ZINC T-LIGHT HOLDER,4,2011-07-24 10:37:00,0.85,16241,United Kingdom,3.4,July,Sunday,10
580065,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-12-01 13:33:00,4.25,15434,United Kingdom,17.0,December,Thursday,13
542107,22913,RED COAT RACK PARIS FASHION,1,2011-01-25 13:38:00,4.95,16222,United Kingdom,4.95,January,Tuesday,13
541588,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,12,2011-01-19 14:43:00,2.95,14307,United Kingdom,35.400000000000006,January,Wednesday,14
536408,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-01 11:41:00,1.69,14307,United Kingdom,13.52,December,Wednesday,11
578516,21930,JUMBO STORAGE BAG SKULLS,10,2011-11-24 13:53:00,2.08,14591,United Kingdom,20.8,November,Thursday,13
571672,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-10-18 13:15:00,4.95,13880,United Kingdom,29.700000000000003,October,Tuesday,13
574678,22796,PHOTO FRAME 3 CLASSIC HANGING,4,2011-11-06 12:36:00,9.95,13365,United Kingdom,39.8,November,Sunday,12
565150,84660B,BLACK STITCHED WALL CLOCK,86,2011-09-01 14:26:00,0.79,14298,United Kingdom,67.94,September,Thursday,14
560996,22295,HEART FILIGREE DOVE LARGE,12,2011-07-22 13:53:00,1.65,17625,United Kingdom,19.799999999999997,July,Friday,13
568104,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-09-23 15:50:00,0.55,16485,United Kingdom,0.55,September,Friday,15
550620,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-04-19 13:39:00,1.25,12585,Germany,15.0,April,Tuesday,13
578668,21819,GLITTER CHRISTMAS STAR ,72,2011-11-24 17:11:00,0.39,12971,United Kingdom,28.080000000000002,November,Thursday,17
543040,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-02-02 17:06:00,0.55,17337,United Kingdom,0.55,February,Wednesday,17
572674,23490,T-LIGHT HOLDER HANGING LOVE BIRD,3,2011-10-25 13:17:00,3.75,14173,United Kingdom,11.25,October,Tuesday,13
559009,23047,PAPER LANTERN 5 POINT SEQUIN STAR,6,2011-07-05 12:47:00,5.75,15549,United Kingdom,34.5,July,Tuesday,12
543036,21174,POTTERING IN THE SHED METAL SIGN,1,2011-02-02 15:57:00,1.95,17223,United Kingdom,1.95,February,Wednesday,15
571741,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-19 10:36:00,1.25,15610,United Kingdom,15.0,October,Wednesday,10
540604,22705,WRAP GREEN PEARS ,25,2011-01-10 11:38:00,0.42,15326,United Kingdom,10.5,January,Monday,11
540523,22380,TOY TIDY SPACEBOY  ,5,2011-01-09 12:51:00,2.1,13069,United Kingdom,10.5,January,Sunday,12
580043,22696,WICKER WREATH LARGE,2,2011-12-01 12:25:00,1.95,14527,United Kingdom,3.9,December,Thursday,12
542236,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-01-26 14:19:00,2.95,17027,United Kingdom,2.95,January,Wednesday,14
542929,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-02-02 10:34:00,4.95,17811,United Kingdom,4.95,February,Wednesday,10
546088,22430,ENAMEL WATERING CAN CREAM,4,2011-03-09 11:44:00,4.95,12881,United Kingdom,19.8,March,Wednesday,11
551305,21395,BLUE POLKADOT BEAKER ,48,2011-04-27 14:58:00,0.39,16145,United Kingdom,18.72,April,Wednesday,14
571312,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-10-17 10:42:00,4.95,12474,Germany,19.8,October,Monday,10
547414,21754,HOME BUILDING BLOCK WORD,3,2011-03-23 09:54:00,5.95,17733,United Kingdom,17.85,March,Wednesday,9
565426,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-09-04 12:41:00,1.65,12851,United Kingdom,1.65,September,Sunday,12
576841,23168,CLASSIC CAFE SUGAR DISPENSER,1,2011-11-16 15:26:00,1.25,17368,United Kingdom,1.25,November,Wednesday,15
554859,22899,CHILDREN'S APRON DOLLY GIRL ,50,2011-05-27 10:16:00,1.85,14828,United Kingdom,92.5,May,Friday,10
545996,22908,PACK OF 20 NAPKINS RED APPLES,6,2011-03-08 14:12:00,0.85,14367,United Kingdom,5.1,March,Tuesday,14
561113,22189,CREAM HEART CARD HOLDER,10,2011-07-25 12:09:00,3.95,17841,United Kingdom,39.5,July,Monday,12
573911,20979,36 PENCILS TUBE RED RETROSPOT,6,2011-11-01 15:40:00,1.25,17315,United Kingdom,7.5,November,Tuesday,15
541414,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-01-17 16:14:00,2.95,18212,United Kingdom,2.95,January,Monday,16
568591,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,2011-09-28 10:39:00,8.5,17088,United Kingdom,34.0,September,Wednesday,10
548708,22963,JAM JAR WITH GREEN LID,6,2011-04-03 12:41:00,0.85,13269,United Kingdom,5.1,April,Sunday,12
575726,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2011-11-10 19:12:00,2.1,16791,United Kingdom,4.2,November,Thursday,19
546096,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-03-09 11:59:00,0.95,15502,United Kingdom,11.399999999999999,March,Wednesday,11
569129,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,2011-09-30 13:40:00,2.89,15034,United Kingdom,5.78,September,Friday,13
545417,22840,ROUND CAKE TIN VINTAGE RED,2,2011-03-02 13:42:00,7.95,15622,United Kingdom,15.9,March,Wednesday,13
575481,16011,ANIMAL STICKERS,23,2011-11-09 16:28:00,0.21,15679,United Kingdom,4.83,November,Wednesday,16
564483,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-08-25 13:46:00,1.25,14050,United Kingdom,15.0,August,Thursday,13
558767,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-03 13:27:00,0.95,13833,United Kingdom,0.95,July,Sunday,13
558045,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-24 13:35:00,0.29,12615,France,13.919999999999998,June,Friday,13
569215,22386,JUMBO BAG PINK POLKADOT,2,2011-10-02 12:30:00,2.08,13571,United Kingdom,4.16,October,Sunday,12
542777,21470,FLOWER VINE RAFFIA FOOD COVER,6,2011-02-01 08:31:00,3.75,14911,EIRE,22.5,February,Tuesday,8
573138,23543,WALL ART KEEP CALM ,1,2011-10-27 17:22:00,8.25,15023,United Kingdom,8.25,October,Thursday,17
546005,48184,DOORMAT ENGLISH ROSE ,10,2011-03-08 15:17:00,6.75,14426,United Kingdom,67.5,March,Tuesday,15
553224,23209,LUNCH BAG DOILEY PATTERN ,4,2011-05-16 10:40:00,1.65,17228,United Kingdom,6.6,May,Monday,10
569643,23534,STOP FOR TEA WALL ART,3,2011-10-05 12:31:00,5.95,15730,United Kingdom,17.85,October,Wednesday,12
569834,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-10-06 13:00:00,1.25,14383,United Kingdom,15.0,October,Thursday,13
553979,20749,ASSORTED COLOUR MINI CASES,12,2011-05-20 11:07:00,6.35,15694,United Kingdom,76.19999999999999,May,Friday,11
567356,22219,LOVEBIRD HANGING DECORATION WHITE ,8,2011-09-19 16:21:00,0.85,16527,United Kingdom,6.8,September,Monday,16
554978,15036,ASSORTED COLOURS SILK FAN,12,2011-05-29 11:05:00,0.83,16889,United Kingdom,9.959999999999999,May,Sunday,11
540153,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-05 11:25:00,2.55,15841,United Kingdom,81.6,January,Wednesday,11
538035,21115,ROSE CARAVAN DOORSTOP,1,2010-12-09 13:03:00,6.75,16065,United Kingdom,6.75,December,Thursday,13
568346,21094,SET/6 RED SPOTTY PAPER PLATES,1,2011-09-26 15:28:00,0.83,14096,United Kingdom,0.83,September,Monday,15
537155,22865,HAND WARMER OWL DESIGN,1,2010-12-05 13:05:00,2.1,12748,United Kingdom,2.1,December,Sunday,13
547712,85066,CREAM SWEETHEART MINI CHEST,1,2011-03-24 19:31:00,12.75,16905,United Kingdom,12.75,March,Thursday,19
566739,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,2011-09-14 14:30:00,0.42,12566,Germany,10.08,September,Wednesday,14
575624,23295,SET OF 12 MINI LOAF BAKING CASES,40,2011-11-10 13:18:00,0.83,18217,United Kingdom,33.199999999999996,November,Thursday,13
569653,23389,SPACEBOY MINI BACKPACK,4,2011-10-05 12:52:00,4.15,12451,Switzerland,16.6,October,Wednesday,12
562046,22631,CIRCUS PARADE LUNCH BOX ,12,2011-08-02 10:34:00,1.95,12378,Switzerland,23.4,August,Tuesday,10
555076,22627,MINT KITCHEN SCALES,2,2011-05-31 12:11:00,8.5,13900,United Kingdom,17.0,May,Tuesday,12
551247,22607,WOODEN ROUNDERS GARDEN SET ,4,2011-04-27 11:56:00,9.95,15640,United Kingdom,39.8,April,Wednesday,11
561036,21905,MORE BUTTER METAL SIGN ,2,2011-07-24 11:54:00,0.79,13137,United Kingdom,1.58,July,Sunday,11
547874,22284,HEN HOUSE DECORATION,2,2011-03-27 15:39:00,1.65,14476,United Kingdom,3.3,March,Sunday,15
548703,22896,PEG BAG APPLES DESIGN,1,2011-04-03 11:37:00,2.55,16010,United Kingdom,2.55,April,Sunday,11
578946,20728,LUNCH BAG CARS BLUE,1,2011-11-27 13:47:00,1.65,16005,United Kingdom,1.65,November,Sunday,13
543098,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-02-03 11:49:00,3.75,13102,United Kingdom,15.0,February,Thursday,11
579102,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-28 11:33:00,12.75,14911,EIRE,76.5,November,Monday,11
560240,22517,CHILDS GARDEN RAKE PINK,1,2011-07-17 11:59:00,2.1,15716,United Kingdom,2.1,July,Sunday,11
545916,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-03-08 11:46:00,9.95,12528,Germany,19.9,March,Tuesday,11
564315,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-08-24 13:07:00,2.49,14730,United Kingdom,4.98,August,Wednesday,13
571653,23432,PRETTY HANGING QUILTED HEARTS,48,2011-10-18 12:17:00,0.72,14298,United Kingdom,34.56,October,Tuesday,12
544077,85186C,BUNNY EGG GARLAND,4,2011-02-15 15:04:00,0.42,14825,United Kingdom,1.68,February,Tuesday,15
542996,21385,IVORY HANGING DECORATION  HEART,24,2011-02-02 12:10:00,0.85,15046,United Kingdom,20.4,February,Wednesday,12
576078,23439,HAND WARMER RED LOVE HEART,4,2011-11-13 16:22:00,2.1,14432,United Kingdom,8.4,November,Sunday,16
550899,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-04-21 12:07:00,0.55,13505,Switzerland,13.200000000000001,April,Thursday,12
577537,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-11-20 14:17:00,0.85,14860,United Kingdom,10.2,November,Sunday,14
566424,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-09-12 14:15:00,1.65,13309,United Kingdom,13.2,September,Monday,14
563238,22120,WELCOME  WOODEN BLOCK LETTERS,12,2011-08-15 09:59:00,8.5,15093,United Kingdom,102.0,August,Monday,9
554030,23163,REGENCY SUGAR TONGS,8,2011-05-20 13:56:00,2.49,16497,United Kingdom,19.92,May,Friday,13
567721,20676,RED RETROSPOT BOWL,72,2011-09-22 10:38:00,1.06,12409,Switzerland,76.32000000000001,September,Thursday,10
544637,22933,BAKING MOULD EASTER EGG MILK CHOC,18,2011-02-22 11:20:00,2.95,16546,United Kingdom,53.1,February,Tuesday,11
547664,21398,RED POLKADOT COFFEE  MUG,12,2011-03-24 13:16:00,0.39,13069,United Kingdom,4.68,March,Thursday,13
543251,22383,LUNCH BAG SUKI  DESIGN ,10,2011-02-04 14:51:00,1.65,14194,United Kingdom,16.5,February,Friday,14
562649,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,2011-08-08 13:11:00,0.29,14606,United Kingdom,1.16,August,Monday,13
538108,22637,PIGGY BANK RETROSPOT ,4,2010-12-09 15:23:00,2.55,17456,United Kingdom,10.2,December,Thursday,15
566291,22523,CHILDS GARDEN FORK PINK,4,2011-09-11 15:31:00,0.85,12965,United Kingdom,3.4,September,Sunday,15
557757,85114A,BLACK ENCHANTED FOREST PLACEMAT,4,2011-06-22 13:28:00,1.65,14606,United Kingdom,6.6,June,Wednesday,13
552460,21936,RED RETROSPOT PICNIC BAG,5,2011-05-09 14:44:00,2.95,13178,United Kingdom,14.75,May,Monday,14
544453,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-02-20 13:06:00,0.95,17214,United Kingdom,0.95,February,Sunday,13
579141,22898,CHILDRENS APRON APPLES DESIGN,2,2011-11-28 13:06:00,1.95,17019,United Kingdom,3.9,November,Monday,13
536778,15036,ASSORTED COLOURS SILK FAN,12,2010-12-02 15:03:00,0.75,13138,United Kingdom,9.0,December,Thursday,15
579522,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,2011-11-30 08:04:00,8.95,14432,United Kingdom,35.8,November,Wednesday,8
547822,22215,CAKE STAND WHITE TWO TIER LACE,2,2011-03-25 14:53:00,8.5,12668,Germany,17.0,March,Friday,14
562570,22047,EMPIRE GIFT WRAP,25,2011-08-07 12:10:00,0.42,14079,United Kingdom,10.5,August,Sunday,12
569824,23354,6 GIFT TAGS 50'S CHRISTMAS ,6,2011-10-06 12:22:00,0.83,17295,United Kingdom,4.9799999999999995,October,Thursday,12
567656,84924A,WAKE UP COCKEREL CALENDAR SIGN ,1,2011-09-21 14:40:00,7.46,14096,United Kingdom,7.46,September,Wednesday,14
555399,22560,TRADITIONAL MODELLING CLAY,3,2011-06-02 17:41:00,1.25,15555,United Kingdom,3.75,June,Thursday,17
579885,23136,IVORY WIRE SWEETHEART LETTER TRAY,1,2011-11-30 17:37:00,3.75,15444,United Kingdom,3.75,November,Wednesday,17
571430,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-10-17 12:51:00,1.65,13090,United Kingdom,9.899999999999999,October,Monday,12
